Year,Month,Country_of_Origin,Purpose,Primary_District,Accommodation_Type,Duration_Days,Group_Size,Age,Prior_Visits_SL,Season,Crisis_Period,Monthly_Arrivals
2022,4,Russia,Beach,Mirissa,Eco-Lodge,7.0,1,30.0,0,Wet Season,0,54389
2017,5,Other,Cultural,Anuradhapura,Hostel,8.0,2,49.0,3,Dry Season,0,133835
2015,7,United Kingdom,Honeymoon,Mirissa,Budget Hotel,10.0,4,36.0,3,Dry Season,0,139271
2018,5,India,Medical,Colombo,3-Star,27.0,2,31.0,0,Dry Season,0,142814
2016,7,Germany,Eco-Tourism,Wilpattu,Homestay,12.0,2,45.0,1,Dry Season,0,156463
2023,1,France,Eco-Tourism,Knuckles Range,Eco-Lodge,11.0,3,24.0,1,Wet Season,0,158980
2017,7,United Kingdom,Leisure,Galle,4-Star,13.0,6,51.0,1,Dry Season,0,178311
2023,6,China,Group Tour,Colombo,4-Star,8.0,1,61.0,0,Dry Season,0,111367
2017,2,Germany,Cultural,Polonnaruwa,Budget Hotel,8.0,3,67.0,0,Wet Season,0,216065
2023,12,Germany,Adventure,Knuckles Range,Eco-Lodge,7.0,1,44.0,0,Wet Season,0,169858
2016,12,Maldives,Business,Gampaha,3-Star,5.0,1,32.0,1,Wet Season,0,236341
2015,9,Other,Leisure,Galle,4-Star,7.0,3,49.0,2,Dry Season,0,115848
2017,1,Australia,Adventure,Sigiriya,4-Star,12.0,1,40.0,0,Wet Season,0,212900
2020,6,India,Business,Colombo,4-Star,4.0,5,42.0,1,Dry Season,1,737
2017,11,Other,Adventure,Sigiriya,4-Star,,3,25.0,0,Wet Season,0,170389
2017,5,China,Shopping,Colombo,Eco-Lodge,5.0,4,51.0,0,Dry Season,0,129857
2015,1,Other,Leisure,Galle,Homestay,8.0,1,56.0,0,Wet Season,0,190043
2020,9,France,Leisure,Mirissa,3-Star,11.0,2,42.0,0,Dry Season,1,631
2021,11,USA,Leisure,Bentota,Budget Hotel,8.0,3,53.0,1,Wet Season,0,8354
2018,3,Switzerland,Eco-Tourism,Yala,Eco-Lodge,9.0,2,34.0,4,Wet Season,0,218537
2017,7,Maldives,Leisure,Galle,4-Star,,6,42.0,0,Dry Season,0,166357
2018,3,India,VFR,Gampaha,5-Star,6.0,3,34.0,0,Wet Season,0,209928
2018,5,China,Group Tour,Galle,4-Star,,1,40.0,1,Dry Season,0,171747
2017,5,Indai,Leisure,Colombo,Eco-Lodge,12.0,2,,0,Dry Season,0,138529
2015,2,India,Business,Gampaha,Budget Hotel,5.0,3,,1,Wet Season,0,184782
2019,2,France,Leisure,Galle,3-Star,5.0,2,31.0,0,Wet Season,0,186655
2018,12,Other,Adventure,Ella,Homestay,7.0,1,26.0,0,Wet Season,0,268236
2019,4,Other,Adventure,Ella,5-Star,13.0,1,56.0,1,Wet Season,1,35326
2022,11,United Kingdom,Cultural,Anuradhapura,3-Star,6.0,6,37.0,3,Wet Season,0,58946
2020,2,Other,Adventure,Sigiriya,3-Star,12.0,4,34.0,0,Wet Season,0,51429
2015,3,Italy,Honeymoon,Mirissa,4-Star,14.0,2,49.0,4,Wet Season,0,154271
2019,12,USA,Leisure,Colombo,Eco-Lodge,6.0,2,47.0,0,Wet Season,0,232481
2020,7,India,VFR,Gampaha,Eco-Lodge,16.0,2,29.0,0,Dry Season,1,854
2015,11,Other,Adventure,Nuwara Eliya,Hostel,,2,55.0,0,Wet Season,0,158942
2018,9,India,VFR,Kandy,3-Star,6.0,2,26.0,1,Dry Season,0,156583
2016,5,Italy,Leisure,Bentota,Homestay,11.0,1,39.0,0,Dry Season,0,138272
2018,3,Russia,Honeymoon,Nuwara Eliya,4-Star,10.0,3,45.0,0,Wet Season,0,212981
2019,10,India,Leisure,Mirissa,Homestay,5.0,1,38.0,0,Wet Season,0,141018
2015,7,Germany,Adventure,Sigiriya,Budget Hotel,8.0,4,47.0,2,Dry Season,0,147743
2015,3,Other,Cultural,Kandy,Homestay,6.0,3,35.0,0,Wet Season,0,171809
2023,9,India,Medical,Colombo,Hostel,15.0,2,42.0,0,Dry Season,0,93107
2023,11,Other,Leisure,Bentota,Budget Hotel,6.0,1,27.0,0,Wet Season,0,117150
2023,10,Canada,Cultural,Anuradhapura,4-Star,7.0,2,33.0,1,Wet Season,0,102983
2016,8,Germany,Leisure,Colombo,3-Star,13.0,2,71.0,3,Dry Season,0,159198
2015,9,Maldives,Transit,Colombo,Eco-Lodge,1.0,4,37.0,0,Dry Season,0,125162
2018,1,France,Cultural,Sigiriya,5-Star,9.0,1,26.0,0,Wet Season,0,252760
2015,9,India,Leisure,Colombo,Budget Hotel,8.0,1,36.0,3,Dry Season,0,117605
2019,11,India,Medical,Colombo,4-Star,18.0,2,28.0,1,Wet Season,0,162649
2018,2,India,VFR,Gampaha,Budget Hotel,15.0,3,19.0,1,Wet Season,0,230224
2017,9,Japan,Cultural,Polonnaruwa,5-Star,8.0,2,37.0,0,Dry Season,0,143501
2021,1,Other,Leisure,Mirissa,Homestay,13.0,1,45.0,0,Wet Season,1,984
2015,12,India,Leisure,Galle,Homestay,10.0,2,19.0,1,Wet Season,0,236113
2015,5,Switzerland,Leisure,Galle,Budget Hotel,11.0,6,37.0,0,Dry Season,0,106365
2019,2,Canada,Cultural,Anuradhapura,Homestay,5.0,3,33.0,2,Wet Season,0,192458
2017,2,Other,Cultural,Anuradhapura,5-Star,9.0,1,50.0,1,Wet Season,0,212867
2015,9,India,Leisure,Mirissa,Homestay,9.0,1,40.0,0,Dry Season,0,117161
2019,2,Other,Cultural,Kandy,4-Star,5.0,2,29.0,0,Wet Season,0,177897
2019,6,India,VFR,Gampaha,Hostel,8.0,1,28.0,1,Dry Season,0,65786
2017,10,Other,Cultural,Kandy,5-Star,9.0,5,18.0,1,Wet Season,0,143013
2018,11,India,Business,Gampaha,3-Star,5.0,3,44.0,0,Wet Season,0,189836
2016,7,Other,Leisure,Mirissa,Budget Hotel,11.0,3,25.0,2,Dry Season,0,175375
2019,8,Japan,Cultural,Sigiriya,Boutique,4.0,1,35.0,0,Dry Season,0,169248
2017,6,Other,Cultural,Kandy,5-Star,9.0,1,26.0,0,Dry Season,0,141064
2019,8,Canada,Adventure,Sigiriya,Hostel,11.0,2,18.0,1,Dry Season,0,148057
2019,1,Australia,Adventure,Sigiriya,Budget Hotel,12.0,2,50.0,0,Wet Season,0,210940
2017,7,Other,Adventure,Nuwara Eliya,5-Star,17.0,3,41.0,0,Dry Season,0,168150
2016,6,India,Medical,Colombo,3-Star,25.0,6,36.0,0,Dry Season,0,139284
2015,5,Germany,Cultural,Anuradhapura,Hostel,5.0,3,27.0,0,Dry Season,0,116846
2016,2,Russia,Beach,Hikkaduwa,Homestay,4.0,1,,1,Wet Season,0,213319
2019,5,United Kingdom,Honeymoon,Nuwara Eliya,Boutique,12.0,2,23.0,0,Dry Season,1,41931
2019,7,India,Business,Gampaha,Hostel,,2,,0,Dry Season,0,152433
2016,10,USA,Business,Colombo,5-Star,4.0,4,32.0,0,Wet Season,0,146456
2017,1,India,Leisure,Bentota,5-Star,5.0,2,36.0,1,Wet Season,0,217698
2017,12,Other,Leisure,Colombo,Homestay,,3,21.0,1,Wet Season,0,223876
2023,8,Russia,Leisure,Mirissa,Hostel,12.0,1,46.0,3,Dry Season,0,117414
2015,3,Switzerland,Eco-Tourism,Knuckles Range,Hostel,5.0,2,18.0,0,Wet Season,0,159863
2016,1,Other,Leisure,Bentota,5-Star,5.0,4,46.0,1,Wet Season,0,215843
2018,8,Russia,Honeymoon,Nuwara Eliya,5-Star,16.0,2,43.0,0,Dry Season,0,189742
2015,4,Other,Leisure,Bentota,Homestay,6.0,1,44.0,0,Wet Season,0,137957
2016,2,United Kingdom,Cultural,Anuradhapura,Eco-Lodge,5.0,2,45.0,0,Wet Season,0,201897
2023,4,USA,Business,Gampaha,Hostel,5.0,1,49.0,0,Wet Season,0,116103
2019,12,Germany,Eco-Tourism,Yala,Hostel,5.0,2,22.0,1,Wet Season,0,221930
2019,4,United Kingdom,Cultural,Anuradhapura,3-Star,6.0,1,33.0,0,Wet Season,1,36786
2019,2,China,Leisure,Colombo,3-Star,,2,29.0,0,Wet Season,0,200988
